tid,cmpd_chembl_id,canonical_smiles,standard_type,value,confidence_score,cmpd_pref_name,activity_comment
10980,CHEMBL3918956,COc1cc(OC)cc(N(Cc2nc(OC)cc(OC)n2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,pIC50,6.49,9,,
10980,CHEMBL3975986,COCCc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl,pIC50,6,9,,
10980,CHEMBL3656061,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4csc(C(=O)NCC(=O)O)c4)c3)cc2)c1,pIC50,7.96,9,,231457
10980,CHEMBL426009,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNc5ccccc5)c4)n[nH]c2-3)CC1,pIC50,7.495,9,,
10980,CHEMBL462381,COc1cc2nccc(Oc3ccc4c(NCc5ccccc5)nn(C)c4c3)c2cc1OC,pIC50,7.22,8,,
10980,CHEMBL426004,Cc1ccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)cc1F,pIC50,7.38,9,,
10980,CHEMBL3676329,Cc1nc2cc(-n3ncc(C(=O)c4cc5ccc(Br)cc5[nH]4)c3N)ccc2[nH]1,pIC50,6.54,9,,
10980,CHEMBL3939828,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1,pIC50,7.3,9,,
10980,CHEMBL3819253,Clc1ccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)cc1,pIC50,6.78,9,,
10980,CHEMBL428534,COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCNCC1,pIC50,7.52,8,,
10980,CHEMBL3968968,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(CNCc4ccc(C(=O)NO)cc4)cc3)cc12)c1ccccc1,pIC50,7,9,,
10980,CHEMBL4083853,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncc(N2CCN(C)CC2)c1,pIC50,7.66,9,,
10980,CHEMBL212143,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,pIC50,6.64,9,,
10980,CHEMBL1085996,Cc1cc(NC(=O)OCC(C)C)ccc1-c1cnc2c(-c3cccc(N4CCN(C)CC4)c3)cnn2c1N,pIC50,5.47,8,,
10980,CHEMBL4068509,C=CC(=O)N1CCN(CCCn2c(=O)c(-c3c(Cl)c(OC)cc(OC)c3Cl)cc3cnc(NC)nc32)CC1,pIC50,6.15,9,,
10980,CHEMBL360724,Cc1ccccc1NC(=O)Nc1ccc(-c2cccc3c2CNC3=O)cc1,pIC50,5.36,9,,
10980,CHEMBL3780758,c1ccc(-c2cnc3c(Nc4ccc(N5CCCCC5)cc4)nccc3n2)cc1,pIC50,5.96,9,,
10980,CHEMBL272170,Cc1ccc(NC(=O)N2CCOc3cc(Oc4ncnc5[nH]ccc45)ccc32)cc1,pIC50,7.59,9,,
10980,CHEMBL396219,COCCOc1cc2ncnc(Nc3cc(O)c(Cl)cc3F)c2cc1OCCOC,pIC50,7.22,9,,
10980,CHEMBL3909047,Cc1ccoc1C(=O)Nc1cccc(C#Cc2cc(C(=O)N=S(C)(=O)CC(=O)N3CC[C@H](O)C3)cnc2N)c1,pIC50,8.52,8,,368367
10980,CHEMBL3932595,Cc1nc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)ccc1Oc1cc(NC(=O)C2CC2)ncn1,pIC50,7.87,8,,410036
10980,CHEMBL256824,Cn1nc(N)c2c(-c3ccc(NC(=O)Nc4ccc(F)c(C(F)(F)F)c4)cc3)cncc21,pIC50,8.16,9,,
10980,CHEMBL256825,Nc1n[nH]c2ccnc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,pIC50,7.63,9,,
10980,CHEMBL409103,CCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,pIC50,8.89,9,,
10980,CHEMBL1982466,Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1,pIC50,8.22,8,,
10980,CHEMBL4110384,C[C@@H](C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCN(C)CC3)c2)ncc1C(F)(F)F,pIC50,6.29,8,,358624
10980,CHEMBL4227092,CNC(=O)c1ccc(Sc2cccc(NC(=S)Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2)nc1,pIC50,6.05,9,,
10980,CHEMBL4467107,COc1ccc(C(=O)CSc2nccc(Nc3ccc(C(C)=O)cc3)n2)cc1,pIC50,6.31,9,,
10980,CHEMBL3928457,Nc1n[nH]c2cccc(C#Cc3cccc(NC(=O)Nc4ccccc4)c3)c12,pIC50,7.545,8,,357159
10980,CHEMBL3949308,O=C(Nc1ccc(Oc2cc(NC(=O)C3CC3)ncn2)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,pIC50,8.24,8,,410032
10980,CHEMBL271375,Cc1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(N)nc1,pIC50,6.23,8,,
10980,CHEMBL3896274,Cc1ccoc1C(=O)Nc1cccc(Oc2ccnc3cc(C(=O)OCCO)sc23)c1,pIC50,7.77,8,,399367
10980,CHEMBL427202,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@H](C)O)c(C)c34)ccc2[nH]1,pIC50,7.55,9,,
10980,CHEMBL195828,CCOC(=O)c1cccc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,pIC50,6.54,9,,
10980,CHEMBL193342,NC(=O)c1ccc(-c2nnc(Nc3ccc(OC(F)(F)Cl)cc3)c3ccccc23)cc1,pIC50,6.72,8,,
10980,CHEMBL193346,COC(=O)c1ccc(-c2nnc(Nc3ccc(Cl)cc3)c3ccccc23)cc1,pIC50,6.44,9,,
10980,CHEMBL3969156,COc1cc(C2=C(c3cn(CCO)c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,pIC50,6.82,8,,410842
10980,CHEMBL190162,CCNC(=O)Nc1nc2cc(NCCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl,pIC50,6.89,9,,
10980,CHEMBL68663,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)c(CN1CCOCC1)n2C1CCCC1,pIC50,5.43,8,,
10980,CHEMBL3797507,CCN1CCN(c2ccc3c(Nc4cc(CCc5c(Cl)c(OC)cc(OC)c5Cl)[nH]n4)ncnc3c2)CC1,pIC50,7.76,9,,
10980,CHEMBL4218013,CCOc1cc(-c2ccc(NC(=O)Nc3ccc(CN4CCN(CC)CC4)c(C(F)(F)F)c3)c(F)c2)c[nH]c1=O,pIC50,7.68,9,,
10980,CHEMBL2303627,C/C(=C\C=C\CC(C)C(CC(=O)O)O[C@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]1O)C(=O)O,pIC50,5.3,9,,
10980,CHEMBL223622,CO/N=C/c1c(N)ncnc1Oc1cc2cc[nH]c2cc1F,pIC50,6.92,9,,
10980,CHEMBL4515912,COc1cc(O)c2c(c1)-c1cccc(c1)[C@H](O)[C@@H](O)C(=O)CCC[C@H](C)OC2=O,pIC50,6.03,9,,
10980,CHEMBL398301,Cc1nnsc1C1=NNC(=O)/C1=C\c1cn(C)c2ccc(F)cc12,pIC50,7,9,,
10980,CHEMBL3966316,COc1cc(F)cc(N(CCCNCC(F)(F)F)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,pIC50,6.57,9,,
10980,CHEMBL4439297,COc1ccc(C(=O)Nc2ccc(C(=O)N/N=C3\C(=O)Nc4ccc(F)cc43)cc2)cc1,pIC50,5.53,9,,
10980,CHEMBL271154,CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cc(NC(=O)c5ccc6c(c5)OC(F)(F)O6)ccc4Cl)cn3)cc2)CC1,pIC50,7.89,8,,
10980,CHEMBL203149,O=C(Nc1ccc(Cl)cc1)c1scnc1CCc1ccnc2ccccc12,pIC50,5.47,9,,
10980,CHEMBL3965938,CCC(=O)CN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,pIC50,7.3,9,,
10980,CHEMBL3945350,O=C(Nc1cc(N2CCOCC2=O)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,pIC50,7.91,8,,410196
10980,CHEMBL3945353,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc2c(s1)CNCC2,pIC50,7.3,9,,
10980,CHEMBL178899,COC(=O)c1cn2ncnc(Nc3ccc(C(F)(F)F)c(O)c3)c2c1C,pIC50,6.43,9,,
10980,CHEMBL3910155,Cc1ccc(NC(=O)Nc2cccc(C#Cc3cncc(C(=O)N=S(C)(C)=O)c3)c2)cc1,pIC50,8.02,8,,368366
10980,CHEMBL488646,COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,pIC50,5.36,9,,
10980,CHEMBL488645,COc1cc(C2=C(c3cn(COC(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,pIC50,5.28,9,,
10980,CHEMBL505698,Cc1cccc(NC(=O)Nc2cccc(-c3cnc4ccnn4c3N)c2)c1,pIC50,5.18,8,,
10980,CHEMBL200499,O=C(NCc1ccccc1)c1cc2c(-c3ccccc3)[nH]nc2s1,pIC50,6.3,9,,
10980,CHEMBL512124,O=C(c1ccccc1NCc1ccc2cn[nH]c2c1)c1n[nH]c2ccccc12,pIC50,6.635,8,,
10980,CHEMBL439428,CC(C)c1c(-c2nnco2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,pIC50,6.7,8,,
10980,CHEMBL1242201,COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,pIC50,6.59,8,,
10980,CHEMBL1242200,COc1cc(Br)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,pIC50,5.99,8,,
10980,CHEMBL1242203,COc1ccc(-c2nn(C3CNC3)c3ncnc(N)c23)cc1O,pIC50,5.94,8,,
10980,CHEMBL1242202,COc1ccc(-c2nn(C3CCC(C)C3)c3ncnc(N)c23)cc1O,pIC50,7.26,8,,
10980,CHEMBL1242207,CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21,pIC50,4.31,8,,
10980,CHEMBL1242209,Cc1ccc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc2n1,pIC50,4,8,,
10980,CHEMBL1242208,CC(C)n1nc(-c2ccc3ccncc3c2)c2c(N)ncnc21,pIC50,4.72,8,,
10980,CHEMBL3746897,C[C@@H]1Cc2c(ncnc2Oc2ccc3c(ccn3C(=O)Nc3cccc(C(F)(F)F)c3)c2)CN1,pIC50,7.3,9,,
10980,CHEMBL3984548,CNCCN(c1cc(OC)cc(OC)c1)c1ccc2ncc(-c3cnn(CCS(C)(=O)=O)c3)nc2c1,pIC50,7.18,9,,
10980,CHEMBL195771,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnco4)c(C(C)C)c23)c(F)cc1F,pIC50,7.11,9,,
10980,CHEMBL3740492,Cc1c(C(=O)c2coc3c2cc(O)c2ccccc23)[nH]c(-c2ccccc2)c1-c1ccccc1,pIC50,5.34,9,,
10980,CHEMBL3900858,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)no1,pIC50,6,9,,
10980,CHEMBL565612,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,pIC50,5.41,9,SOTRASTAURIN,
10980,CHEMBL3774580,COc1cc2ncnc(Nc3cccc(O)c3O)c2cc1OC,pIC50,5.44,9,,
10980,CHEMBL4099337,COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)CCC[C@H](C)OC2=O,pIC50,6.79,9,,
10980,CHEMBL169797,COc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)c1,pIC50,5.96,8,,
10980,CHEMBL3891894,Cc1nc2ccc(-n3ncc(C(=O)c4cc5cc(CN6CCOCC6)ccc5[nH]4)c3N)cc2[nH]1,pIC50,6.68,9,,
10980,CHEMBL3918306,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C(=O)CCc2ccccc2)CCO1,pIC50,7.3,9,,
10980,CHEMBL297675,COc1cccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)c1,pIC50,7.7,8,,
10980,CHEMBL3918309,Cn1cc(Nc2ncc(Cl)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cn1,pIC50,6.59,8,,358608
10980,CHEMBL297856,c1ccc(-c2nccn2-c2ccnc(Nc3ccccn3)n2)cc1,pIC50,5.17,8,,
10980,CHEMBL3527569,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OS(=O)(=O)O)c(C)c34)ccc2[nH]1,pIC50,7.55,9,,
10980,CHEMBL4449758,O=C(Nc1cccc(NC(=S)Nc2ccc([N+](=O)[O-])cc2)c1)c1ccccn1,pIC50,6.7,9,,
10980,CHEMBL4239930,Nc1ccccc1SCc1nc2ccccc2c(=O)[nH]1,pIC50,4.17,9,,
10980,CHEMBL306380,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,pIC50,5.8,9,,
10980,CHEMBL3933568,COc1cc2c(Nc3ccc(NC(=O)Nc4ccccc4C)cc3)ncnc2cc1OCCCN1CCN(C)CC1,pIC50,5.7,9,,
10980,CHEMBL3681287,CCc1nc2cc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)ccc2[nH]1,pIC50,5.77,9,,
10980,CHEMBL420528,O=S(=O)(NC1CCNC1)c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1,pIC50,7.85,9,,
10980,CHEMBL461140,CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,pIC50,6.72,8,,
10980,CHEMBL3952023,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc([C@@H]2CCCN2)no1,pIC50,7.3,9,,
10980,CHEMBL205710,COC[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,pIC50,7.38,9,,
10980,CHEMBL347999,O=C1NCc2c1c1c(c3c2c2ccccc2n3CCCO)Cc2ccccc2-1,pIC50,7.32,8,,
10980,CHEMBL220890,Cc1cc2c(F)c(Oc3ncnc(N)c3/C=N/OCCO)ccc2[nH]1,pIC50,7.36,9,,
10980,CHEMBL1083344,Cc1nn2c(N)c(-c3cccc(O)c3)cnc2c1-c1ccc(N2CCN(C)CC2)cc1,pIC50,6.3,8,,
10980,CHEMBL220549,COc1ccc(C(F)(F)F)cc1NC(=O)c1ccc(C)c(Oc2ncccc2-c2ccncn2)c1,pIC50,7,9,,
10980,CHEMBL2377464,O=c1[nH]c(CN2CCCCC2)nc2cc(-c3cn(Cc4ccccc4)c4ccccc34)sc12,pIC50,5.65,9,,
10980,CHEMBL219999,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3c(N)nn4CCO)cc2)c1,pIC50,6.22,9,,
10980,CHEMBL219998,COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,pIC50,7.58,9,,
10980,CHEMBL220540,COc1cc(Nc2ncnc(-c3cccnc3Nc3cccc(C(=O)Nc4ccc(Oc5ccccc5)cc4)c3)n2)cc(OC)c1OC,pIC50,7.42,9,,
10980,CHEMBL3901672,CS(C)(=O)=NC(=O)c1cnc(N)c(C#Cc2cccc(NC(=O)c3ccc(Cl)cc3)c2)c1,pIC50,8.375,8,,368360
10980,CHEMBL591924,COc1ccccc1NC(=O)CC(Nc1ccc(Oc2ccnc3cc(-c4cn(C)cn4)sc23)c(F)c1)C(F)(F)F,pIC50,7.7,8,,
10980,CHEMBL3929084,N#Cc1ccc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2)cc1C(F)(F)F,pIC50,8,8,,410164
10980,CHEMBL401900,CC(=O)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,pIC50,7.68,8,,
10980,CHEMBL3124950,CC(C)(C#N)c1cccc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)sc4c3C(=O)O)c2)c1,pIC50,7.82,9,,
